Time,Angle
32.9,21.4
32.92,22.1
32.94,22.6
32.96,23.0
32.98,23.0
33.0,23.0
33.02,22.7
33.04,22.2
33.06,21.6
33.08,20.7
33.1,19.7
33.12,18.5
33.14,17.3
33.16,15.8
33.18,14.1
33.2,12.4
33.22,10.6
33.24,8.7
33.26,6.8
33.28,4.7
33.3,2.6
33.32,0.5
33.34,-1.6
33.36,-3.7
33.38,-5.7
33.4,-7.7
33.42,-9.6
33.44,-11.4
33.46,-13.2
33.48,-14.9
33.5,-16.4
33.52,-17.7
33.54,-19.0
33.56,-20.0
33.58,-20.9
33.6,-21.6
33.62,-22.1
33.64,-22.5
33.66,-22.6
33.68,-22.6
33.7,-22.3
33.72,-22.0
33.74,-21.3
33.76,-20.6
33.78,-19.6
33.8,-18.5
33.82,-17.3
33.84,-15.8
33.86,-14.3
33.88,-12.7
33.9,-10.9
33.92,-9.1
33.94,-7.1
33.96,-5.1
33.98,-3.2
34.0,-1.1
34.02,1.0
34.04,3.1
34.06,5.0
34.08,7.0
34.1,8.9
34.12,10.8
34.14,12.5
34.16,14.1
34.18,15.7
34.2,17.0
34.22,18.3
34.24,19.3
34.26,20.2
34.28,21.0
34.3,21.5
34.32,21.9
34.34,22.1
34.36,22.1
34.38,22.0
34.4,21.6
34.42,21.0
34.44,20.2
34.46,19.4
34.48,18.4
34.5,17.1
34.52,15.8
34.54,14.3
34.56,12.7
34.58,11.0
34.6,9.2
34.62,7.3
34.64,5.4
34.66,3.4
34.68,1.4
34.7,-0.6
34.72,-2.6
34.74,-4.6
34.76,-6.6
34.78,-8.5
34.8,-10.3
34.82,-12.0
34.84,-13.6
34.86,-15.1
34.88,-16.5
34.9,-17.7
34.92,-18.8
34.94,-19.7
34.96,-20.4
34.98,-21.1
35.0,-21.4
35.02,-21.7
35.04,-21.7
35.06,-21.6
35.08,-21.2
35.1,-20.8
35.12,-20.1
35.14,-19.3
35.16,-18.3
35.18,-17.1
35.2,-15.8
35.22,-14.4
35.24,-12.9
35.26,-11.3
35.28,-9.5
35.3,-7.7
35.32,-5.8
35.34,-3.9
35.36,-1.9
35.38,0.1
35.4,2.1
35.42,4.1
35.44,5.9
35.46,7.8
35.48,9.6
35.5,11.3
35.52,13.0
35.54,14.4
35.56,15.8
35.58,17.0
35.6,18.1
35.62,19.1
35.64,19.9
35.66,20.4
35.68,20.9
35.7,21.2
35.72,21.2
35.74,21.2
35.76,20.9
35.78,20.4
35.8,19.8
35.82,19.0
35.84,18.1
35.86,16.9
35.88,15.7
35.9,14.3
35.92,12.9
35.94,11.3
35.96,9.5
35.98,7.7
36.0,5.9
36.02,4.1
36.04,2.2
36.06,0.2
36.08,-1.7
36.1,-3.7
36.12,-5.6
36.14,-7.4
36.16,-9.2
36.18,-10.9
36.2,-12.4
36.22,-14.0
36.24,-15.3
36.26,-16.6
36.28,-17.6
36.3,-18.6
36.32,-19.3
36.34,-20.0
36.36,-20.4
36.38,-20.8
36.4,-20.9
36.42,-20.8
36.44,-20.5
36.46,-20.2
36.48,-19.5
36.5,-18.8
36.52,-17.9
36.54,-16.8
36.56,-15.7
36.58,-14.3
36.6,-12.9
36.62,-11.3
36.64,-9.7
36.66,-8.0
36.68,-6.2
36.7,-4.4
36.72,-2.5
36.74,-0.6
36.76,1.3
36.78,3.2
36.8,5.0
36.82,6.8
36.84,8.6
36.86,10.3
36.88,11.9
36.9,13.3
36.92,14.7
36.94,15.9
36.96,17.0
36.98,18.0
37.0,18.8
37.02,19.4
37.04,19.9
37.06,20.2
37.08,20.3
37.1,20.3
37.12,20.2
37.14,19.8
37.16,19.3
37.18,18.5
37.2,17.6
37.22,16.7
37.24,15.5
37.26,14.2
37.28,12.9
37.3,11.3
37.32,9.7
37.34,8.0
37.36,6.3
37.38,4.5
37.4,2.7
37.42,0.8
37.44,-1.1
37.46,-2.9
37.48,-4.7
37.5,-6.5
37.52,-8.2
37.54,-9.9
37.56,-11.4
37.58,-12.9
37.6,-14.3
37.62,-15.5
37.64,-16.6
37.66,-17.6
37.68,-18.4
37.7,-19.0
37.72,-19.5
37.74,-19.8
37.76,-20.0
37.78,-20.0
37.8,-19.8
37.82,-19.5
37.84,-19.0
37.86,-18.4
37.88,-17.6
37.9,-16.6
37.92,-15.5
37.94,-14.2
37.96,-12.9
37.98,-11.4
38.0,-9.9
38.02,-8.2
38.04,-6.6
38.06,-4.8
38.08,-3.0
38.1,-1.2
38.12,0.6
38.14,2.5
38.16,4.2
38.18,6.0
38.2,7.7
38.22,9.4
38.24,10.9
38.26,12.3
38.28,13.7
38.3,14.9
38.32,16.0
38.34,17.0
38.36,17.8
38.38,18.5
38.4,19.0
38.42,19.3
38.44,19.5
38.46,19.5
38.48,19.4
38.5,19.1
38.52,18.6
38.54,18.0
38.56,17.2
38.58,16.3
38.6,15.2
38.62,14.0
38.64,12.8
38.66,11.3
38.68,9.8
38.7,8.3
38.72,6.6
38.74,4.9
38.76,3.1
38.78,1.3
38.8,-0.5
38.82,-2.2
38.84,-4.0
38.86,-5.8
38.88,-7.4
38.9,-9.0
38.92,-10.5
38.94,-12.0
38.96,-13.3
38.98,-14.6
39.0,-15.7
39.02,-16.6
39.04,-17.5
39.06,-18.1
39.08,-18.6
39.1,-19.0
39.12,-19.2
39.14,-19.3
39.16,-19.1
39.18,-18.8
39.2,-18.4
39.22,-17.8
39.24,-17.0
39.26,-16.2
39.28,-15.1
39.3,-14.0
39.32,-12.8
39.34,-11.3
39.36,-9.9
39.38,-8.4
39.4,-6.8
39.42,-5.0
39.44,-3.3
39.46,-1.6
39.48,0.1
39.5,1.9
39.52,3.6
39.54,5.3
39.56,6.9
39.58,8.6
39.6,10.1
39.62,11.5
39.64,12.8
39.66,14.0
39.68,15.1
39.7,16.1
39.72,16.9
39.74,17.6
39.76,18.1
39.78,18.5
39.8,18.7
39.82,18.8
39.84,18.7
39.86,18.5
39.88,18.0
39.9,17.5
39.92,16.7
39.94,15.9
39.96,14.9
39.98,13.8
40.0,12.6
40.02,11.3
40.04,9.8
40.06,8.4
40.08,6.8
40.1,5.1
40.12,3.4
40.14,1.7
40.16,0.0
40.18,-1.7
40.2,-3.4
40.22,-5.0
40.24,-6.7
40.26,-8.3
40.28,-9.7
40.3,-11.2
40.32,-12.4
40.34,-13.7
40.36,-14.8
40.38,-15.7
40.4,-16.5
40.42,-17.2
40.44,-17.7
40.46,-18.1
40.48,-18.4
40.5,-18.5
40.52,-18.4
40.54,-18.2
40.56,-17.7
40.58,-17.2
40.6,-16.6
40.62,-15.8
40.64,-14.8
40.66,-13.8
40.68,-12.5
40.7,-11.3
40.72,-9.9
40.74,-8.4
40.76,-6.8
40.78,-5.3
40.8,-3.6
40.82,-2.0
40.84,-0.3
40.86,1.3
40.88,3.1
40.9,4.7
40.92,6.3
40.94,7.8
40.96,9.3
40.98,10.7
41.0,12.0
41.02,13.1
41.04,14.2
41.06,15.2
41.08,16.0
41.1,16.7
41.12,17.3
41.14,17.6
41.16,17.9
41.18,18.0
41.2,18.0
41.22,17.7
41.24,17.4
41.26,16.9
41.28,16.2
41.3,15.5
41.32,14.5
41.34,13.5
41.36,12.3
41.38,11.1
41.4,9.7
41.42,8.4
41.44,6.8
41.46,5.2
41.48,3.7
41.5,2.1
41.52,0.4
41.54,-1.3
41.56,-2.9
41.58,-4.5
41.6,-6.0
41.62,-7.6
41.64,-9.0
41.66,-10.4
41.68,-11.7
41.7,-12.9
41.72,-14.0
41.74,-14.9
41.76,-15.7
41.78,-16.4
41.8,-16.9
41.82,-17.3
41.84,-17.6
41.86,-17.6
41.88,-17.6
41.9,-17.5
41.92,-17.1
41.94,-16.7
41.96,-16.0
41.98,-15.3
42.0,-14.4
42.02,-13.4
42.04,-12.2
42.06,-11.1
42.08,-9.7
42.1,-8.4
42.12,-6.9
42.14,-5.4
42.16,-3.9
42.18,-2.2
42.2,-0.6
42.22,1.0
42.24,2.6
42.26,4.1
42.28,5.7
42.3,7.2
42.32,8.6
42.34,10.0
42.36,11.3
42.38,12.4
42.4,13.4
42.42,14.4
42.44,15.2
42.46,15.9
42.48,16.5
42.5,16.8
42.52,17.1
42.54,17.3
42.56,17.3
42.58,17.1
42.6,16.7
42.62,16.3
42.64,15.7
42.66,14.9
42.68,14.1
42.7,13.1
42.72,12.1
42.74,10.9
42.76,9.6
42.78,8.3
42.8,6.8
42.82,5.3
42.84,3.8
42.86,2.2
42.88,0.7
42.9,-0.9
42.92,-2.4
42.94,-4.1
42.96,-5.5
42.98,-7.0
43.0,-8.4
43.02,-9.7
43.04,-11.0
43.06,-12.2
43.08,-13.1
43.1,-14.0
43.12,-14.9
43.14,-15.6
43.16,-16.1
43.18,-16.6
43.2,-16.8
43.22,-16.9
43.24,-16.9
43.26,-16.8
43.28,-16.5
43.3,-16.1
43.32,-15.5
43.34,-14.8
43.36,-14.0
43.38,-13.1
43.4,-12.0
43.42,-10.8
43.44,-9.6
43.46,-8.3
43.48,-6.8
43.5,-5.4
43.52,-4.0
43.54,-2.4
43.56,-0.9
43.58,0.6
43.6,2.2
43.62,3.7
43.64,5.2
43.66,6.7
43.68,8.0
43.7,9.4
43.72,10.5
43.74,11.7
43.76,12.7
43.78,13.7
43.8,14.5
43.82,15.1
43.84,15.7
43.86,16.1
43.88,16.4
43.9,16.6
43.92,16.6
43.94,16.4
43.96,16.1
43.98,15.7
44.0,15.1
44.02,14.5
44.04,13.7
44.06,12.8
44.08,11.8
44.1,10.6
44.12,9.5
44.14,8.1
44.16,6.8
44.18,5.4
44.2,3.9
44.22,2.4
44.24,0.9
44.26,-0.6
44.28,-2.1
44.3,-3.6
44.32,-5.0
44.34,-6.5
44.36,-7.8
44.38,-9.1
44.4,-10.4
44.42,-11.4
44.44,-12.4
44.46,-13.3
44.48,-14.1
44.5,-14.9
44.52,-15.4
44.54,-15.8
44.56,-16.1
44.58,-16.2
44.6,-16.2
44.62,-16.1
44.64,-15.8
44.66,-15.5
44.68,-14.9
44.7,-14.3
44.72,-13.5
44.74,-12.6
44.76,-11.6
44.78,-10.5
44.8,-9.4
44.82,-8.1
44.84,-6.8
44.86,-5.4
44.88,-4.0
44.9,-2.5
44.92,-1.1
44.94,0.5
44.96,1.9
44.98,3.3
45.0,4.8
45.02,6.2
45.04,7.5
45.06,8.7
45.08,9.9
45.1,11.1
45.12,12.1
45.14,13.0
45.16,13.8
45.18,14.4
45.2,14.9
45.22,15.4
45.24,15.7
45.26,15.8
45.28,15.8
45.3,15.8
45.32,15.5
45.34,15.1
45.36,14.6
45.38,14.0
45.4,13.2
45.42,12.3
45.44,11.4
45.46,10.4
45.48,9.2
45.5,8.0
45.52,6.7
45.54,5.3
45.56,4.0
45.58,2.5
45.6,1.1
45.62,-0.4
45.64,-1.8
45.66,-3.2
45.68,-4.7
45.7,-6.0
45.72,-7.3
45.74,-8.6
45.76,-9.7
45.78,-10.8
45.8,-11.8
45.82,-12.7
45.84,-13.4
45.86,-14.1
45.88,-14.7
45.9,-15.0
45.92,-15.4
45.94,-15.5
45.96,-15.6
45.98,-15.5
46.0,-15.2
46.02,-14.9
46.04,-14.4
46.06,-13.8
46.08,-13.1
46.1,-12.2
46.12,-11.3
46.14,-10.3
46.16,-9.1
46.18,-7.9
46.2,-6.7
46.22,-5.4
46.24,-4.1
46.26,-2.6
46.28,-1.2
46.3,0.2
46.32,1.6
46.34,3.0
46.36,4.4
46.38,5.8
46.4,7.0
46.42,8.2
46.44,9.4
46.46,10.4
46.48,11.4
46.5,12.3
46.52,13.1
46.54,13.7
46.56,14.2
46.58,14.7
46.6,14.9
46.62,15.1
46.64,15.2
46.66,15.1
46.68,14.9
46.7,14.5
46.72,14.0
46.74,13.4
46.76,12.7
46.78,12.0
46.8,11.0
46.82,10.0
46.84,8.9
46.86,7.7
46.88,6.6
46.9,5.2
46.92,4.0
46.94,2.6
46.96,1.2
46.98,-0.2
47.0,-1.6
47.02,-3.0
47.04,-4.3
47.06,-5.6
47.08,-6.8
47.1,-8.0
47.12,-9.2
47.14,-10.2
47.16,-11.2
47.18,-12.1
47.2,-12.8
47.22,-13.4
47.24,-14.0
47.26,-14.4
47.28,-14.7
47.3,-14.9
47.32,-14.9
47.34,-14.8
47.36,-14.6
47.38,-14.2
47.4,-13.8
47.42,-13.2
47.44,-12.5
47.46,-11.8
47.48,-10.9
47.5,-9.9
47.52,-8.8
47.54,-7.7
47.56,-6.5
47.58,-5.3
47.6,-4.0
47.62,-2.6
47.64,-1.3
47.66,0.1
47.68,1.4
47.7,2.7
47.72,4.1
47.74,5.3
47.76,6.6
47.78,7.7
47.8,8.8
47.82,9.9
47.84,10.8
47.86,11.6
47.88,12.4
47.9,13.1
47.92,13.6
47.94,14.0
47.96,14.3
47.98,14.5
48.0,14.5
48.02,14.4
48.04,14.2
48.06,13.9
48.08,13.4
48.1,12.9
48.12,12.2
48.14,11.5
48.16,10.6
48.18,9.7
48.2,8.6
48.22,7.6
48.24,6.4
48.26,5.1
48.28,3.9
48.3,2.6
48.32,1.3
48.34,0.0
48.36,-1.3
48.38,-2.7
48.4,-4.0
48.42,-5.2
48.44,-6.4
48.46,-7.6
48.48,-8.6
48.5,-9.6
48.52,-10.6
48.54,-11.4
48.56,-12.2
48.58,-12.8
48.6,-13.3
48.62,-13.7
48.64,-14.0
48.66,-14.1
48.68,-14.2
48.7,-14.1
48.72,-14.0
48.74,-13.7
48.76,-13.2
48.78,-12.7
48.8,-12.1
48.82,-11.3
48.84,-10.4
48.86,-9.5
48.88,-8.6
48.9,-7.5
48.92,-6.3
48.94,-5.1
48.96,-3.9
48.98,-2.6
49.0,-1.3
49.02,-0.1
49.04,1.3
49.06,2.5
49.08,3.8
49.1,5.0
49.12,6.2
49.14,7.3
49.16,8.4
49.18,9.4
49.2,10.3
49.22,11.1
49.24,11.8
49.26,12.4
49.28,13.0
49.3,13.3
49.32,13.6
49.34,13.8
49.36,13.9
49.38,13.8
49.4,13.6
49.42,13.3
49.44,12.9
49.46,12.3
49.48,11.7
49.5,11.0
49.52,10.2
49.54,9.3
49.56,8.4
49.58,7.3
49.6,6.2
49.62,5.0
49.64,3.8
49.66,2.6
49.68,1.3
49.7,0.1
49.72,-1.3
49.74,-2.4
49.76,-3.7
49.78,-4.9
49.8,-6.0
49.82,-7.1
49.84,-8.2
49.86,-9.2
49.88,-10.0
49.9,-10.8
49.92,-11.5
49.94,-12.2
49.96,-12.7
49.98,-13.1
50.0,-13.3
50.02,-13.5
50.04,-13.6
50.06,-13.5
50.08,-13.3
50.1,-13.1
50.12,-12.7
50.14,-12.2
50.16,-11.5
50.18,-10.8
50.2,-10.1
50.22,-9.2
50.24,-8.2
50.26,-7.2
50.28,-6.1
50.3,-5.0
50.32,-3.8
50.34,-2.6
50.36,-1.3
50.38,-0.2
50.4,1.1
50.42,2.3
50.44,3.5
50.46,4.7
50.48,5.9
50.5,6.9
50.52,7.9
50.54,8.8
50.56,9.7
50.58,10.5
50.6,11.3
50.62,11.8
50.64,12.3
50.66,12.7
50.68,13.0
50.7,13.1
50.72,13.2
50.74,13.1
50.76,13.0
50.78,12.7
50.8,12.3
50.82,11.8
50.84,11.3
50.86,10.5
50.88,9.8
50.9,8.9
50.92,8.0
50.94,7.0
50.96,5.9
50.98,4.9
51.0,3.7
51.02,2.5
51.04,1.3
51.06,0.1
51.08,-1.1
51.1,-2.3
51.12,-3.5
51.14,-4.6
51.16,-5.7
51.18,-6.8
51.2,-7.7
51.22,-8.6
51.24,-9.5
51.26,-10.3
51.28,-11.0
51.3,-11.5
51.32,-12.1
51.34,-12.4
51.36,-12.7
51.38,-12.9
51.4,-13.0
51.42,-12.9
51.44,-12.7
51.46,-12.4
51.48,-12.1
51.5,-11.6
51.52,-11.1
51.54,-10.4
51.56,-9.6
51.58,-8.7
51.6,-7.8
51.62,-6.9
51.64,-5.9
51.66,-4.8
51.68,-3.7
51.7,-2.5
51.72,-1.3
51.74,-0.2
51.76,1.0
51.78,2.2
51.8,3.3
51.82,4.4
51.84,5.5
51.86,6.6
51.88,7.5
51.9,8.4
51.92,9.3
51.94,10.0
51.96,10.6
51.98,11.3
52.0,11.7
52.02,12.1
52.04,12.3
52.06,12.5
52.08,12.6
52.1,12.5
52.12,12.3
52.14,12.1
52.16,11.7
52.18,11.3
52.2,10.7
52.22,10.1
52.24,9.4
52.26,8.6
52.28,7.7
52.3,6.7
52.32,5.7
52.34,4.7
52.36,3.5
52.38,2.4
52.4,1.3
52.42,0.1
52.44,-1.0
52.46,-2.2
52.48,-3.2
52.5,-4.3
52.52,-5.4
52.54,-6.4
52.56,-7.4
52.58,-8.3
52.6,-9.1
52.62,-9.8
52.64,-10.4
52.66,-11.0
52.68,-11.4
52.7,-11.8
52.72,-12.1
52.74,-12.2
52.76,-12.3
52.78,-12.2
52.8,-12.2
52.82,-11.9
52.84,-11.5
52.86,-11.1
52.88,-10.5
52.9,-9.9
52.92,-9.2
52.94,-8.4
52.96,-7.5
52.98,-6.6
53.0,-5.6
53.02,-4.6
53.04,-3.5
53.06,-2.4
53.08,-1.3
53.1,-0.2
53.12,0.9
53.14,2.1
53.16,3.2
53.18,4.2
53.2,5.2
53.22,6.2
53.24,7.1
53.26,8.0
53.28,8.7
53.3,9.5
53.32,10.2
53.34,10.7
53.36,11.2
53.38,11.5
53.4,11.7
53.42,11.9
53.44,12.0
53.46,11.9
53.48,11.8
53.5,11.5
53.52,11.2
53.54,10.7
53.56,10.2
53.58,9.5
53.6,8.9
53.62,8.1
53.64,7.3
53.66,6.4
53.68,5.4
53.7,4.4
53.72,3.3
53.74,2.3
53.76,1.3
53.78,0.1
53.8,-1.0
53.82,-2.1
53.84,-3.2
53.86,-4.1
53.88,-5.1
53.9,-6.1
53.92,-7.0
53.94,-7.8
53.96,-8.6
53.98,-9.3
54.0,-9.9
54.02,-10.4
54.04,-10.9
54.06,-11.3
54.08,-11.5
54.1,-11.6
54.12,-11.7
54.14,-11.7
54.16,-11.5
54.18,-11.3
54.2,-11.0
54.22,-10.5
54.24,-10.0
54.26,-9.4
54.28,-8.7
54.3,-7.9
54.32,-7.1
54.34,-6.3
54.36,-5.3
54.38,-4.3
54.4,-3.3
54.42,-2.3
54.44,-1.3
54.46,-0.2
54.48,0.9
54.5,1.9
54.52,3.0
54.54,4.0
54.56,5.0
54.58,5.9
54.6,6.8
54.62,7.6
54.64,8.4
54.66,9.0
54.68,9.6
54.7,10.2
54.72,10.5
54.74,10.9
54.76,11.2
54.78,11.3
54.8,11.3
54.82,11.3
54.84,11.2
54.86,10.9
54.88,10.6
54.9,10.2
54.92,9.7
54.94,9.1
54.96,8.5
54.98,7.7
55.0,6.9
55.02,6.0
55.04,5.1
55.06,4.1
55.08,3.2
55.1,2.2
55.12,1.2
55.14,0.1
55.16,-0.9
55.18,-2.0
55.2,-3.0
55.22,-4.0
55.24,-4.9
55.26,-5.8
55.28,-6.7
55.3,-7.5
55.32,-8.2
55.34,-8.8
55.36,-9.5
55.38,-9.9
55.4,-10.4
55.42,-10.7
55.44,-10.9
55.46,-11.1
55.48,-11.1
55.5,-11.1
55.52,-10.9
55.54,-10.7
55.56,-10.4
55.58,-10.0
55.6,-9.5
55.62,-8.9
55.64,-8.3
55.66,-7.6
55.68,-6.8
55.7,-5.9
55.72,-5.0
55.74,-4.1
55.76,-3.2
55.78,-2.2
55.8,-1.2
55.82,-0.2
55.84,0.8
55.86,1.9
55.88,2.9
55.9,3.8
55.92,4.8
55.94,5.6
55.96,6.5
55.98,7.2
56.0,7.9
56.02,8.6
56.04,9.1
56.06,9.6
56.08,10.1
56.1,10.4
56.12,10.5
56.14,10.7
56.16,10.8
56.18,10.7
56.2,10.6
56.22,10.4
56.24,10.1
56.26,9.6
56.28,9.2
56.3,8.6
56.32,8.0
56.34,7.3
56.36,6.5
56.38,5.7
56.4,4.9
56.42,4.0
56.44,3.0
56.46,2.1
56.48,1.1
56.5,0.1
56.52,-0.9
56.54,-1.9
56.56,-2.9
56.58,-3.8
56.6,-4.7
56.62,-5.6
56.64,-6.4
56.66,-7.1
56.68,-7.8
56.7,-8.4
56.72,-9.0
56.74,-9.5
56.76,-9.8
56.78,-10.2
56.8,-10.4
56.82,-10.4
56.84,-10.5
56.86,-10.5
56.88,-10.4
56.9,-10.2
56.92,-9.8
56.94,-9.5
56.96,-9.0
56.98,-8.5
57.0,-7.8
57.02,-7.1
57.04,-6.4
57.06,-5.6
57.08,-4.8
57.1,-3.9
57.12,-3.0
57.14,-2.1
57.16,-1.1
57.18,-0.1
57.2,0.8
57.22,1.8
57.24,2.7
57.26,3.7
57.28,4.5
57.3,5.3
57.32,6.1
57.34,6.8
57.36,7.6
57.38,8.2
57.4,8.7
57.42,9.1
57.44,9.5
57.46,9.8
57.48,10.0
57.5,10.2
57.52,10.2
57.54,10.2
57.56,10.0
57.58,9.8
57.6,9.5
57.62,9.1
57.64,8.6
57.66,8.1
57.68,7.6
57.7,6.8
57.72,6.1
57.74,5.4
57.76,4.5
57.78,3.7
57.8,2.8
57.82,1.9
57.84,1.0
57.86,0.0
57.88,-0.9
57.9,-1.8
57.92,-2.7
57.94,-3.6
57.96,-4.5
57.98,-5.3
58.0,-6.0
58.02,-6.8
58.04,-7.4
58.06,-8.0
58.08,-8.6
58.1,-8.9
58.12,-9.3
58.14,-9.6
58.16,-9.8
58.18,-9.9
58.2,-10.0
58.22,-9.9
58.24,-9.8
58.26,-9.6
58.28,-9.3
58.3,-8.9
58.32,-8.5
58.34,-7.9
58.36,-7.4
58.38,-6.8
58.4,-6.0
58.42,-5.2
58.44,-4.4
58.46,-3.6
58.48,-2.8
58.5,-1.9
58.52,-1.0
58.54,-0.1
58.56,0.8
58.58,1.7
58.6,2.6
58.62,3.5
58.64,4.3
58.66,5.1
58.68,5.9
58.7,6.6
58.72,7.2
58.74,7.7
58.76,8.3
58.78,8.6
58.8,9.0
58.82,9.3
58.84,9.5
58.86,9.6
58.88,9.6
58.9,9.6
58.92,9.5
58.94,9.3
58.96,9.0
58.98,8.6
59.0,8.2
59.02,7.7
59.04,7.1
59.06,6.5
59.08,5.8
59.1,5.0
59.12,4.2
59.14,3.4
59.16,2.6
59.18,1.7
59.2,0.8
59.22,0.0
59.24,-0.9
59.26,-1.8
59.28,-2.6
59.3,-3.5
59.32,-4.2
59.34,-5.0
59.36,-5.8
59.38,-6.4
59.4,-7.0
59.42,-7.6
59.44,-8.1
59.46,-8.5
59.48,-8.8
59.5,-9.1
59.52,-9.3
59.54,-9.4
59.56,-9.5
59.58,-9.4
59.6,-9.3
59.62,-9.0
59.64,-8.7
59.66,-8.4
59.68,-7.9
59.7,-7.5
59.72,-6.9
59.74,-6.3
59.76,-5.7
59.78,-5.0
59.8,-4.1
59.82,-3.3
59.84,-2.5
59.86,-1.7
59.88,-0.8
59.9,0.0
59.92,0.8
59.94,1.7
59.96,2.5
59.98,3.3
60.0,4.1
60.02,4.9
60.04,5.6
60.06,6.2
60.08,6.8
60.1,7.3
60.12,7.8
60.14,8.2
60.16,8.6
60.18,8.8
60.2,9.0
60.22,9.1
60.24,9.1
60.26,9.1
60.28,8.9
60.3,8.7
60.32,8.5
60.34,8.1
60.36,7.7
60.38,7.2
60.4,6.7
60.42,6.0
60.44,5.4
60.46,4.7
60.48,4.0
60.5,3.2
60.52,2.3
60.54,1.5
60.56,0.7
60.58,-0.1
60.6,-0.9
60.62,-1.7
60.64,-2.5
60.66,-3.3
60.68,-4.1
60.7,-4.8
60.72,-5.5
60.74,-6.1
60.76,-6.7
60.78,-7.2
60.8,-7.7
60.82,-8.0
60.84,-8.4
60.86,-8.6
60.88,-8.7
60.9,-8.8
60.92,-8.9
60.94,-8.8
60.96,-8.7
60.98,-8.6
61.0,-8.2
61.02,-7.8
61.04,-7.5
61.06,-7.0
61.08,-6.5
61.1,-5.9
61.12,-5.2
61.14,-4.6
61.16,-3.9
61.18,-3.2
61.2,-2.3
61.22,-1.5
61.24,-0.7
61.26,0.1
61.28,0.9
61.3,1.7
61.32,2.4
61.34,3.2
61.36,4.0
61.38,4.6
61.4,5.3
61.42,5.9
61.44,6.5
61.46,6.9
61.48,7.4
61.5,7.7
61.52,8.0
61.54,8.3
61.56,8.5
61.58,8.6
61.6,8.6
61.62,8.6
61.64,8.4
61.66,8.2
61.68,7.9
61.7,7.6
61.72,7.2
61.74,6.7
61.76,6.2
61.78,5.6
61.8,5.0
61.82,4.3
61.84,3.7
61.86,3.0
61.88,2.2
61.9,1.4
61.92,0.6
61.94,-0.2
61.96,-0.9
61.98,-1.7
62.0,-2.4
62.02,-3.2
62.04,-3.9
62.06,-4.6
62.08,-5.2
62.1,-5.8
62.12,-6.3
62.14,-6.8
62.16,-7.2
62.18,-7.6
62.2,-7.8
62.22,-8.1
62.24,-8.3
62.26,-8.3
62.28,-8.4
62.3,-8.3
62.32,-8.2
62.34,-7.9
62.36,-7.7
62.38,-7.4
62.4,-7.0
62.42,-6.6
62.44,-6.0
62.46,-5.5
62.48,-4.9
62.5,-4.2
62.52,-3.5
62.54,-2.9
62.56,-2.2
62.58,-1.3
62.6,-0.6
62.62,0.1
62.64,0.9
62.66,1.6
62.68,2.3
62.7,3.1
62.72,3.8
62.74,4.4
62.76,5.0
62.78,5.6
62.8,6.1
62.82,6.6
62.84,6.9
62.86,7.3
62.88,7.6
62.9,7.8
62.92,7.9
62.94,8.0
62.96,8.0
62.98,8.0
63.0,7.8
63.02,7.7
63.04,7.4
63.06,7.1
63.08,6.7
63.1,6.2
63.12,5.8
63.14,5.2
63.16,4.7
63.18,4.1
63.2,3.3
63.22,2.7
63.24,2.0
63.26,1.3
63.28,0.5
63.3,-0.2
63.32,-1.0
63.34,-1.7
63.36,-2.3
63.38,-3.1
63.4,-3.7
63.42,-4.3
63.44,-5.0
63.46,-5.5
63.48,-5.9
63.5,-6.4
63.52,-6.8
63.54,-7.1
63.56,-7.4
63.58,-7.6
63.6,-7.7
63.62,-7.8
63.64,-7.8
63.66,-7.7
63.68,-7.7
63.7,-7.5
63.72,-7.2
63.74,-6.8
63.76,-6.5
63.78,-6.0
63.8,-5.6
63.82,-5.0
63.84,-4.5
63.86,-3.9
63.88,-3.2
63.9,-2.6
63.92,-1.9
63.94,-1.3
63.96,-0.5
63.98,0.2
64.0,0.9
64.02,1.6
64.04,2.2
64.06,3.0
64.08,3.6
64.1,4.2
64.12,4.8
64.14,5.3
64.16,5.8
64.18,6.2
64.2,6.6
64.22,6.8
64.24,7.1
64.26,7.3
64.28,7.5
64.3,7.6
64.32,7.6
64.34,7.5
64.36,7.3
64.38,7.1
64.4,6.9
64.42,6.6
64.44,6.2
64.46,5.9
64.48,5.3
64.5,4.9
64.52,4.3
64.54,3.7
64.56,3.1
64.58,2.4
64.6,1.8
64.62,1.1
64.64,0.5
64.66,-0.3
64.68,-1.0
64.7,-1.6
64.72,-2.3
64.74,-3.0
64.76,-3.5
64.78,-4.1
64.8,-4.7
64.82,-5.2
64.84,-5.7
64.86,-6.0
64.88,-6.4
64.9,-6.8
64.92,-6.9
64.94,-7.1
64.96,-7.3
64.98,-7.3
65.0,-7.3
65.02,-7.3
65.04,-7.1
65.06,-6.9
65.08,-6.7
65.1,-6.4
65.12,-6.0
65.14,-5.7
65.16,-5.2
65.18,-4.7
65.2,-4.1
65.22,-3.6
65.24,-3.0
65.26,-2.3
65.28,-1.7
65.3,-1.1
65.32,-0.4
65.34,0.3
65.36,0.9
65.38,1.5
65.4,2.2
65.42,2.8
65.44,3.4
65.46,4.0
65.48,4.5
65.5,5.0
65.52,5.4
65.54,5.9
65.56,6.2
65.58,6.5
65.6,6.7
65.62,6.8
65.64,6.9
65.66,7.0
65.68,7.0
65.7,6.9
65.72,6.8
65.74,6.7
65.76,6.4
65.78,6.1
65.8,5.8
65.82,5.4
